pg_id,title,author,year,fictionality,language,pages
7087,"Gaut Gurley : or, The trappers of Umbagog : a tale of border life / by D.P. Thompson.","Thompson, Daniel P. 1795-1868.",1860,1,eng,360.0
1975,"The legacy of Cain, by Wilkie Collins ...","Collins, Wilkie, 1824-1889.",1888,0,eng,
32989,Zu guter Letzt / von Wilhelm Busch ; mit dem Portrait des Verfassers.,"Busch, Wilhelm, 1832-1908.",1905,0,ger,136.0
30696,"Vingt années de Paris, avec une préface par Alphonse Daudet.","Gill, André, 1840-1885.",1883,1,fre,
26736,Stories of many lands / by Grace Greenwood.,"Greenwood, Grace, 1823-1904.",1867,1,eng,206.0
59673,"The life or legend of Gaudama, the Budha of the Burmese, with annotations. Notice on the Phongies, or Budhist religious, and the ways to Niban / by the Right. Rev. P. Bigandet.","Bigandet, Paul Ambroise, d. 1894.",1858,0,eng,
14969,"Three contributions to the sexual theory / by Prof. Sigmund Freud ; authorized translation by A.A. Brill, with introduction by James J. Putnam.","Freud, Sigmund, 1856-1939.",1910,0,eng,91.0
8399,Manners and social usages.,"Sherwood, M. E. W. 1826-1903.",1912,0,eng,
26673,At the sign of the Jack o' Lantern.,"Reed, Myrtle, 1874-1911.",1910,0,eng,353.0
48037,"Yougo-Slavia,","Smits, G. [from old catalog]",1918,0,dut,67.0
53952,Impressions of England; or Sketches of English scenery and society. By A. Cleveland Coxe.,"Coxe, A. Cleveland 1818-1896.",1869,0,eng,321.0
36158,Daisy Burns; a tale. By Julia Kavanagh ...,"Kavanagh, Julia, 1824-1877.",1853,1,eng,
15289,"The truce of God, a tale of the eleventh century. By George H. Miles.","Miles, George Henry, 1824-1871.",1871,1,eng,3.0
53749,Vie de Henri Brulard; autobiographie publiée par Casimir Stryienski ...,"Stendhal, 1783-1842.",1912,0,fre,
20064,"Captains of industry, by James Parton; selected sketches, with introduction and illustrations.","Parton, James, 1822-1891.",1910,0,eng,114.0
61468,"Memoirs of Doctor Burney, arranged from his own manuscripts, from family papers, and from personal recollections, by his daughter, Madame D'Arblay.","Burney, Fanny, 1752-1840.",1833,0,eng,
4279,"Winter sunshine, by John Burroughs.","Burroughs, John, 1837-1921.",1885,0,eng,255.0
35581,"Personal recollections of Chickamauga. A paper read before the Ohio commandery of the Military order of the loyal legion of the United States,","Carnahan, James R. b. 1840.",1886,0,eng,20.0
51680,"History of the life of Gustavus Adolphus II., the hero-general of the reformation. By Harriet Earhart Monroe.","Monroe, Harriet Earhart, 1842-1927.",1910,0,eng,139.0
52908,"Clever Betsy, a novel, by Clara Louise Burnham; with illustrations by Rose O' Neill.","Burnham, Clara Louise, 1854-1927.",1910,1,eng,
49205,Our greatest battle (the Meuse-Argonne) by Frederick Palmer.,"Palmer, Frederick, 1873-1958.",1919,0,eng,629.0
27270,India's problem : Krishna or Christ / by John P. Jones.,"Jones, John P. 1847-1916.",1903,0,eng,381.0
5424,"An Icelandic primer with grammar, notes and glossary / by Henry Sweet.","Sweet, Henry, 1845-1912.",1886,0,eng,
16618,Antonius und Cleopatra : Tragödie in fünf Aufzügen / von Shakespeare ; frei übersetzt und bearbeitet von Franz Dingelstedt.,"Shakespeare, William, 1564-1616.",1879,0,ger,
29005,"Princo Vanc', de Eleanor Putnam [pseud.] kaj Arlo Bates, LITT. D.; ilustrita de Frank Myrick; el la angla lingvo, laŭ permeso, epserantigis Herbert Harris.  Rekomendita de la Esperantista literatura asocio.","Bates, Leonora, 1856-1886.",1914,0,epo,
35828,By wit of woman / by Arthur W. Marchmont.,"Marchmont, Arthur Williams, 1852-1923.",1905,1,eng,362.0
45610,"Little pilgrimages among the men who have written famous books. Second series, by E. F. Harkins.","Harkins, E. F. 1872-",1903,0,eng,358.0
1016,"On the improvement of the understanding. Translated, with an introd., by Joseph Katz.","Spinoza, Benedictus de, 1632-1677.",1958,0,eng,40.0
45336,Paris and its story / by T. Okey ; illustrated by Katherine Kimball & O.F.M. Ward.,"Okey, Thomas, 1852-1935.",1904,0,eng,350.0
7821,"The attaché, or Sam Slick in England, by the author of ""The colckmaker"".","Haliburton, Thomas Chandler, 1796-1865.",1862,1,eng,395.0
36246,Told in the hills / by Marah Ellis Ryan.,"Ryan, Marah Ellis, 1866-1934.",1890,1,eng,
41279,The moth book a popular guide to a knowledge of the moths of North America / by W.J. Holland.,"Holland, W. J. 1848-1932.",1904,0,eng,
28747,The Writings of Oliver Wendell Holmes.,"Holmes, Oliver Wendell, 1809-1894.",1895,0,eng,
60348,"Professor W.G. Elmslie, D.D.; memoir and sermons. Edited by W. Robertson Nicoll ... and A.N. Macnicoll. With portrait.","Elmslie, W. G. 1848-1889.",1890,0,eng,327.0
55626,"Science in short chapters,","Williams, W. Mattieu 1820-1892.",1883,0,eng,312.0
66972,"Samantha in Europe, by Josiah Allen's wife (Marietta Holley) Illustrated by C. De Grimm.","Holley, Marietta, 1836-1926.",1896,0,eng,
31843,Of six mediaeval women : to which is added A note on mediaeval gardens,"Kemp-Welch, Alice",1972,0,eng,188.0
34492,The master of the ceremonies; a novel.,"Fenn, George Manville, 1831-1909.",1887,0,eng,
74102,History of merchant shipping and ancient commerce.,"Lindsay, W. S. 1816-1877.",1876,0,eng,
30754,The stones of Venice. Plates. By John Ruskin.,"Ruskin, John, 1819-1900.",1880,0,eng,
44909,"The new forest, by Horace G. Hutchinson. With illustrations by Walter Tyndale and Lucy Kemp-Welch.","Champion de Crespigny, Philip, Mrs.",1909,0,eng,
48216,1812-1815 : Geschichte der Freiheitskriege / von Theodor Rehtwisch; im kriegshistorischen Teil neubearbeitet von Karl Bleibtrev.,"Rehtwisch, Theodor.",1908,0,ger,
48210,"Aus des Angelus Silesius cherubinischem Wandersmann, nebst geistlichen Liedern.","Angelus Silesius, 1624-1677.",1920,0,ger,
56923,"Turner's golden visions, by C. Lewis Hind; with fifty of the paintings and drawings of Turner reproduced in colour.","Hind, C. Lewis 1862-1927.",1910,0,eng,
37688,"A trooper Galahad, by Captain Charles King ...","King, Charles, 1844-1933.",1899,1,eng,257.0
54331,"Life of a pioneer; being the autobiography of James S. Brown. Salt Lake City, G. Q. Cannon, 1900.","Brown, James Stephens, b. 1828.",1971,0,eng,520.0
40957,Leibniz's new essays concerning the human understanding : a critical exposition / by John Dewey.,"Dewey, John, 1859-1952.",1902,0,eng,272.0
3037,The age of big business : a chronicle of the captains of industry / by Burton J. Hendrick.,"Hendrick, Burton J. 1870-1949.",1921,0,eng,196.0
50391,The travelling thirds (in Spain) /by Gertrude Atherton ...,"Atherton, Gertrude Franklin Horn, 1857-1948.",1905,0,eng,
63947,Rue and roses / by Angela Langer ; with introduction by W.L. Courtney.,"Langer, Angela.",1913,1,eng,278.0
11607,"Dio's Rome; an historical narrative originally composed in Greek during the reigns of Septimus Severus, Geta and Caracalla, Macrinus, Elagabalus and Alexander Severus: and now presented in English form, by Herbert Baldwin Foster ...",Cassius Dio Cocceianus.,1906,0,eng,
69409,"Straight America, a call to national service, by Frances A. Kellor.","Kellor, Frances, 1873-1952.",1916,0,eng,193.0
931,Bab ballads : much sound and little sense / by W. S. Gilbert.,"Gilbert, W. S. 1836-1911.",1976,0,eng,161.0
36864,School reading by grades. Fourth-seventh years.,"Baldwin, James, 1841-1925.",1897,0,eng,
14891,"The rulers of the lakes; a story of George and Champlain, by Joseph A. Altsheler ... illustrated by Charles L. Wrenn.","Altsheler, Joseph A. 1862-1919.",1917,0,eng,332.0
30917,Cours familier de littérature : un entretien par mois / par m. A. de Lamartine.,"Lamartine, Alphonse de, 1790-1869.",1869,0,fre,
56161,The three furlongers.,"Kaye-Smith, Sheila, 1887-1956.",1914,0,eng,
62173,Mordred and Hildebrand : a book of tragedies / by William Wilfred Campbell.,"Campbell, Wilfred, 1858?-1918.",1895,0,eng,168.0
59417,Nuovi studii sul genio.,"Lombroso, Cesare, 1835-1909.",1902,0,ita,
45523,Famous authors.,"[Bacheller, Edward Franklin] [from old catalog]",1893,0,eng,
12952,Four boy hunters;,"Statemeyer, Edward, 1862-",1906,0,eng,235.0
39904,"The life of Crustacea, by W. T. Calman, D. SC.  With thirty-two plates and eighty-five figures.","Calman, W. T. 1871-1952.",1911,0,eng,
19451,"Double trouble; or, Every hero his own critic / with illust. by Orson Lowell.","Quick, Herbert, 1861-1925.",1906,0,eng,
47456,"Notes on bookbinding for libraries, by John Cotton Dana ...","Dana, John Cotton, 1856-1929.",1910,0,eng,174.0
33008,Landolin / by Berthold Auerbach ... ; translated by Annie B. Irish.,"Auerbach, Berthold, 1812-1882.",1878,0,eng,265.0
25455,The song of the flag; a national ode.,"Mackay, Eric, 1851-1898.",1893,0,eng,25.0
44959,Tales of my time / by the author of Blue-Stocking Hill. 1,"Scargill, William Pitt, 1787-1836.",1829,1,eng,
62789,"Peregrinazioni d'uno zingaro per laghi ed Alpi ... Il lago Maggiore, l'Ossola, la Frua ed il Gries.","Carrera, Valentino, 1834-1895.",1861,0,ita,
17736,Vita nuova / Dante Alighieri ; translated with an introduction by Mark Musa.,"Dante Alighieri, 1265-1321.",1992,0,eng,94.0
20734,Roman antiquities and ancient mythology for classical schools. By Charles K. Dillaway ...,"Dillaway, Charles K. 1804-1889",1854,0,eng,144.0
73103,Le règne de la bête / Adolphe Retté.,"Retté, Adolphe, 1863-1930.",1908,1,fre,248.0
64981,"Negro journalism : an essay on the history and present conditions of the negro press / by George W. Gore, jr.","Gore, George W.",1922,0,eng,35.0
41466,The daffodil fields.,"Masefield, John, 1878-1967.",1922,0,eng,
10686,Tine / Herman Bang.,"Bang, Herman, 1857-1912.",1900,0,dan,274.0
65815,Vidas ejemplares: Beethoven--Miguel Angel--Tolstoi.,"Rolland, Romain, 1866-1944.",1923,0,spa,
40630,British castles.,"Sorrell, Alan.",1973,0,eng,80.0
25785,The proud prince.,"MacCarthy, Justin Huntly, 1860-1936.",1903,0,eng,275.0
7759,Falkland.,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",1843,1,eng,101.0
40792,"Behind the scenes in warring Germany, by Edward Lyell Fox, special correspondent with the Kaiser's armies and in Berlin.","Fox, Edward Lyell, b. 1887.",1915,0,eng,5.0
37781,Notwithstanding.,"Cholmondeley, Mary, 1859-1925.",1913,0,eng,304.0
60570,"Court life from within,","Eulalia, Infanta of Spain, 1864-1958.",1917,0,eng,6.0
17761,Six little Bunkers at Grandma Bell's / by Laura Lee Hope.,"Hope, Laura Lee.",1918,1,eng,
68813,"Josiah in New York : or, A coupon from the fresh air fund / by James Otis.","Otis, James, 1848-1912.",1893,0,eng,
42140,"Greuze, by Harold Armitage.","Armitage, Harold, 1867-",1902,0,eng,
34660,Petticoat rule.,"Orczy, Emmuska Orczy, Baroness, 1865-1947.",1910,0,eng,380.0
48615,"The shogun's daughter, by Robert Ames Bennet ... with 5 pictures in color by W. D. Goldbeck.","Bennet, Robert Ames, 1870-1954.",1910,1,eng,420.0
22878,"Lavengro, the scholar, the gypsy, the priest; edited with an introduction by George F. Whicher.","Borrow, George, 1803-1881.",1937,0,eng,
66906,Mårbacka / av Selma Lagerlöf.,"Lagerlöf, Selma, 1858-1940.",1922,0,swe,327.0
41546,Curiosities of olden times.,"Baring-Gould, S. 1834-1924.",1869,0,eng,2.0
72736,"Machine gun manual : a complete manual to machine gunnery, containing details of Maxim, Vickers, Lewis, Colt, Hotchkiss, together with drill (elementary and advanced) fire orders, notes from the front and a mass of other useful information / by H. Douglas.","Douglas, H.",1916,0,eng,122.0
58395,In pursuit of spring / by Edward Thomas,"Thomas, Edward, 1878-1917.",1981,0,eng,301.0
8582,"Roughing it, by Mark Twain, pseud.","Clemens, Samuel Langhorne, 1835-1910.",1913,0,eng,
54676,Friendship Village love stories / by Zona Gale.,"Gale, Zona, 1874-1938.",1912,1,eng,321.0
42113,"The first capture; or, Hauling down the flag of England, by Harry Castlemon.","Castlemon, Harry, 1842-1915.",1909,1,eng,248.0
34936,"The blood of Rachel, a dramatization of Esther, and other poems, by Cotton Noe.","Noe, Cotton, 1864-1953.",1916,0,eng,150.0
41608,"Drum taps in Dixie; memories of a drummer boy, 1861-1865, by Delavan S. Miller.","Miller, Delavan S.",1905,0,eng,256.0
21383,"Adventures in Australia; or, The wanderings of Captain Spencer in the bush and the wilds. Containing accurate descriptions of the habits of the natives, and the natural productions and features of the country.","Lee, R., Mrs., 1791-1856.",1861,0,eng,364.0
57261,El doctor Centeno.,"Pérez Galdós, Benito, 1843-1920.",1925,0,spa,
57180,"The literary shop, and other tales, by James L. Ford.","Ford, James L. 1854-1928.",1895,0,eng,298.0
60079,Le grand écart.,"Cocteau, Jean, 1889-1963.",1954,0,fre,
49032,Bloody beaches : the Marines at Peleliu / by Gordon D. Gayle.,"Gayle, Gordon D.",1996,0,eng,48.0
93,"Tom Sawyer, detective & other tales : and, A double-barrelled detective story / by Mark Twain","Twain, Mark, 1835-1910",1925,0,eng,233.0
5537,A thorny path : (Per aspera) / tr. from the German by Clara Bell.,"Ebers, Georg, 1837-1898.",1892,0,eng,
13355,Happy Jack / with illustrations by Harrison Cady.,"Burgess, Thornton W. 1874-1965.",1920,0,eng,204.0
31745,"Wau-bun, the ""early day"" in the North-west / Juliette Kinzie","Kinzie, John H., Mrs., 1806-1870",1976,0,eng,498.0
26384,"Separation and service, or, Thoughts on Numbers VI, VII.","Taylor, James Hudson, 1832-1905.",1898,0,eng,121.0
3848,"Secret memoirs of Madame la marquise de Montespan, written by herself.","Montespan, Madame de, 1641-1707.",1904,0,eng,
2806,"The phantom 'rickshaw, and other tales, by Rudyard Kipling","Kipling, Rudyard, 1865-1936",1896,1,eng,211.0
38014,"Government in the United States : a textbook for high schools / by Henry L. Smith, Sheldon E. Davis, and Clarence H. McClure.","Smith, Henry L.,",1933,0,eng,631.0
5455,An Egyptian princess / George Ebers.,"Ebers, Georg, 1837-1898.",1900,1,eng,513.0
27913,"The quadroon : or, Adventures in the Far West / by Captain Mayne Reid.","Reid, Mayne, 1818-1883.",1889,1,eng,477.0
1012,"La Divine Comédie de Dante; sa caractéristique, son idée fondamentale. Traduit de l'allemand par P.Mansion.","Hettinger, Franz, 1819-1890.",1887,0,fre,
44186,"Trees that every child should know; easy tree studies for all seasons of the year, by Julia Ellen Rogers, illustrated by forty-seven pages of photographs.","Rogers, Julia Ellen, b. 1866.",1909,0,eng,263.0
41950,The visions of Quevedo / translated from the Spanish by Wm. Elliot.,"Quevedo, Francisco de, 1580-1645.",1832,0,eng,216.0
47015,"Mars and its canals, by Percival Lowell.","Lowell, Percival, 1855-1916.",1906,0,eng,393.0
48813,The black diamond.,"Young, Francis Brett, 1884-1954.",1934,0,eng,485.0
61513,"The phantom death : and other stories / by W. Clark Russell, with a frontispiece by H. C. Seppings Wright.","Russell, William Clark, 1844-1911.",1895,0,eng,275.0
67479,The day of Resis/ by Lillian Frances Mentor ; illustrated by Harry L. V. Parkhurst.,"Mentor, Lillian Frances.",1897,1,eng,
71942,"Plants and their children, by Mrs. William Starr Dana [i. e. F.T.S.D. Parsons]. Illustrated by Alice Josephine Smith.","Parsons, Frances Theodora, 1861-1952.",1896,0,eng,272.0
43936,"The wonderful wizard of Oz, by L. Frank Baum, with pictures by W.W. Denslow.","Baum, L. Frank 1856-1919.",1900,0,eng,
32437,"The automobile girls at Chicago, or, Winning out against heavy odds / by Laura Dent Crane.","Crane, Laura Dent.",1912,1,eng,254.0
11337,Cowmen and rustlers : a story of the Wyoming cattle ranges / by Edward S. Ellis.,"Ellis, Edward Sylvester, 1840-1916.",1898,0,eng,322.0
2401,Mémoires du général Bon de Marbot.,"Marbot, Jean-Baptiste-Antoine-Marcelin, baron de, 1782-1854.",1898,0,fre,
19021,Le bonheur à cinq sous.,"Boylesve, René, 1867-1926.",1917,0,fre,3.0
601,"The monk : a romance / by M.G. Lewis, Esq., M.P. ; three volumes in one ; illustrated with 24 engravings.","Lewis, M. G. 1775-1818,",1840,1,eng,
54421,"Journal de Noé Lacroix, chalonnais, 1610 à 1631 / Publié d'après le manuscrit original par Anatole de Charmasse.","Lacroix, Noé.",1883,0,fre,
29668,The flockmaster of Poison Creek / by G.W. Ogden.,"Ogden, George W. 1871-1966.",1921,0,eng,315.0
11226,Building a State in Apache land;,"Poston, Charles Debrille, 1825-1902.",1963,0,eng,174.0
11500,De Val van Antwerpen : (10 October 1914).,"Muls, Jozef.",1918,0,dut,202.0
73717,La guerra europea; crónica político-militar. Cuaderno núm. 11.,"Guerrero, J. C.",1917,0,fre,
35795,Gedichte und Sprüche i Auswahl / Walther von der Vogelweide.,"Walther, von der Vogelweide, active 12th century",1900,0,ger,63.0
6805,The mill mystery / by Anna Katharine Green.,"Green, Anna Katharine, 1846-1935.",1886,0,eng,
34750,Mysterio do Natal / Coelho Netto.,"Coelho Netto, Henrique, 1864-1934.",1921,1,por,192.0
72851,"Veneellä poikki Suomenniemen; seikkailuja Pohjanmaan vesillä ja saloilla, kertoeli Arvo K. [pseud.]","Korhonen, Emil Arvid.",1895,0,fin,151.0
1444,The voice of the city : further stories of the four million / O. Henry ; with a note by Archibald Sessions.,"Henry, O., 1862-1910.",1929,1,eng,222.0
4168,"Diary of Samuel Pepys, with an introduction and notes by G. Gregory Smith.","Pepys, Samuel, 1633-1703.",1922,0,eng,800.0
62417,Contemplazione della morte.,"D'Annunzio, Gabriele, 1863-1938.",1912,0,ita,
31421,"Through Apache land, by Lieut. R. H. Jayne [pseud.]","Ellis, Edward Sylvester, 1840-1916.",1893,0,eng,
49146,"The Shakespear story-teller; introductory leavem or outline sketches, with choice extracts in the words of the poet himself. By George Stephens. No. 1-5.","Shakespeare, William, 1564-1616.",1855,0,eng,
8462,The man in gray : a romance of North and South / by Thomas Dixon.,"Dixon, Thomas, 1864-1946.",1921,1,eng,427.0
44472,"Making a poultry house, by M. Roberts Conover.","Conover, Mary Roberts, 1880-",1914,0,eng,5.0
70016,A new Robinson Crusoe / by W.L. Alden.,"Alden, W. L. 1837-1908.",1916,1,eng,147.0
18477,"The science of human nature; a psychology for beginners, by William Henry Pyle.","Pyle, William Henry, b. 1875.",1917,0,eng,229.0
2028,"The yellow claw,","Rohmer, Sax, 1883-1959.",1920,0,eng,
31511,"A history of witchcraft in England from 1558 to 1718, by Wallace Notestein.","Notestein, Wallace, 1878-1969.",1911,0,eng,442.0
34478,"The modern Ku Klux Klan, by Henry P. Fry.","Fry, Henry P. 1881-1956.",1969,0,eng,
5261,"Constance Dunlap, woman detective, by Arthur B. Reeve ...","Reeve, Arthur B. 1880-1936",1916,0,eng,4.0
66867,Histoire de la guerre du Péloponnèse / traduction nouv. par Ch. Zevort.,Thucydides.,1869,0,fre,
20935,"The substance of a dream, tr. from the original manuscript, by F.W. Bain ...","Bain, F. W. 1863-1940.",1919,1,eng,216.0
13745,Lastuja.,"Aho, Juhani, 1861-1921",1906,0,fin,
65149,"The house of adventure, by Warwick Deeping.","Deeping, Warwick, 1877-1950.",1922,1,eng,4.0
66614,"Historical record of the First, or King's Regiment of Dragoon Guards containing an account of the formation of the regiment in the year 1685 and of its subsequent services to 1836.","Cannon, Richard, 1779-1865.",1845,0,eng,
7844,Three dramas / by Björnstjerne Björnson.,"Bjørnson, Bjørnstjerne, 1832-1910.",1924,0,eng,
9154,Salted with fire /,"Kelman, John, 1864-1929",1916,0,eng,
58909,"The Hastings Road and the ""happy springs of Tunbridge,"" by Charles G. Harper. Illustrated by the author.","Harper, Charles G. 1863-1943.",1906,0,eng,287.0
71788,The house on the marsh : a novel / by Helen R. Martin.,"Martin, Helen Reimensnyder, 1868-1939.",1936,0,eng,
71329,"Rising in the world; or, Architects of fate; a book designed to inspire youth to character-building, self-culture and noble achievement, by Orison Swett Marden.","Marden, Orison Swett, 1848-1924.",1894,0,eng,318.0
12454,France at war; on the frontier of civilization.,"Kipling, Rudyard, 1865-1936.",1916,0,eng,4.0
33393,"Avery, by Elizabeth Stuart Phelps.","Phelps, Elizabeth Stuart, 1844-1911.",1902,0,eng,122.0
18581,"Adrift in New York : or, Tom and Florence braving the world / by Horatio Alger, jr","Alger, Horatio, Jr., 1832-1899",1929,1,eng,274.0
63574,The rise of universities.,"Laurie, Simon Somerville, 1829-1909.",1889,0,eng,
11574,Master Skylark: a story of Shakspere's time by John Bennett. Illustrations by Reginald B. Birch.,"Bennett, John, 1865-1956.",1936,1,eng,302.0
39644,Whilomville stories / Stephen Crane ; illustrated by Peter Newell.,"Crane, Stephen, 1871-1900.",1900,1,eng,198.0
35750,History of Roman literature from its earliest period to the Augustan age.,"Dunlop, John Colin, 1785-1842.",1823,0,eng,
56403,The future of the women's movement / by H.M. Swanwick ; with an introduction by Mrs. Fawcett.,"Swanwick, Helena M. 1864-1939.",1913,0,eng,208.0
5119,"The lion and the mouse; a play in four acts, by Charles Klein.","Klein, Charles, 1867-1915.",1920,0,eng,
45625,"The story of the Munsters at Etreux, Festubert, Rue du Bois and Hulloch. With an introd. by Lord Dunraven.","Rickard, Jessie Louisa Moore, 1879-",1918,0,eng,
69870,Rose Mather; a story of the War of the Rebellion.,"Holmes, Mary Jane, 1825-1907.",1899,1,eng,
55289,"Dealing in futures, a play in three acts,","Brighouse, Harold, b. 1882.",1913,0,eng,
19586,The Simpkins plot / by G.A. Birmingham.,"Birmingham, George A., 1865-1950.",1912,1,eng,257.0
42249,"Memoirs of the Duchesse de Dino : (afterwards Duchesse de Talleyrand et de Sagan) ... / ed., with notes and biographical index, by the Princesse Radziwill (née Castellane).","Dino, Dorothée, duchesse de, 1793-1862.",1910,0,eng,
2466,"Virgin soil; Mother Seton from a different point of view, by Sister Mary Regis Hoare.","Hoare, Mary Regis, sister.",1942,0,eng,176.0
9574,"Poems of nature, by Henry David Thoreau. Selected and ed. by Henry S. Salt and Frank B. Sanborn.","Thoreau, Henry David, 1817-1862.",1895,0,eng,2.0
3025,"A mountain Europa, by John Fox, Jr.","Fox, John, 1863-1919.",1904,1,eng,191.0
60175,By the good Sainte Anne : a story of modern Quebec.,"Ray, Anna Chapin, 1865-",1905,0,eng,
69446,The Massarenes; a novel. By Ouida.,"Ouida, 1839-1908.",1897,0,eng,
34460,"The court jester, by Cornelia Baker; with illustrations by Margaret Ely Webb and Margaret H. Deveneau.","Baker, Cornelia, 1855-",1906,1,eng,259.0
37355,"Pray you sir, whose daughter? / by Helen H. Gardener.","Gardener, Helen H. 1858-1925.",1892,1,eng,183.0
69287,Aus dem Leben der Antike / Theodor Birt.,"Birt, Theodor, 1852-1933.",1922,0,ger,274.0
1240,The playboy of the western world; a comedy.,"Synge, J. M. 1871-1909.",1911,0,eng,111.0
44847,A little candy book for a little girl by Amy L. Waterman ; with a frontispiece in full color by Harriet O'Obrien.,"Waterman, Amy L. b. 1873.",1918,0,eng,144.0
54464,"John Herring : a west of England romance / by the author of ""Mehalah"".","Baring-Gould, S. 1834-1924.",1884,1,eng,
32647,"O infante navegador, poemeto, com um prefacio de João Penha.","Campos, Alfredo, 1847-",1894,0,por,
18821,"Personal recollections of Birmingham and Birmingham men. Reprinted from the ""Birmingham daily mail,"" with revisions, corrections, and additions / by E. Edwards.","Edwards, E. 1815-1891.",1877,0,eng,168.0
14633,The transgressors. Story of a great sin. A political novel of the twentieth century.,"Adams, Francis Alexandre, 1874-",1900,1,eng,345.0
8945,"The life of Cicero, by Dr. Middleton. Cicero's letters to several of his friends, tr. by Wm. Melmoth. Cicero's letters to Atticus, tr. by Dr. Heberden.","Middleton, Conyers, 1683-1750.",1840,0,eng,
1110,King John.,"Shakespeare, William, 1564-1616.",1877,0,eng,
54773,Excursions in art and letters / by William Wetmore Story.,"Story, William Wetmore, 1819-1895.",1893,0,eng,295.0
35502,The basket woman; a book of Indian tales for children.,"Austin, Mary, 1868-1934.",1970,1,eng,222.0
59547,Die weltrhathsel; gemeinversthandliche Studien über monistrische Philosophie.,"Haeckel, Ernst Heinrich Philipp August, 1834-1919.",1903,0,ger,176.0
27618,"The end of a coil / by the author of ""The wide, wide world.""","Warner, Susan, 1819-1885.",1880,1,eng,718.0
59448,Mary Wollstonecraft and the beginnings of female emancipation in France and England.,"Bouten, Jacob.",1922,0,eng,184.0
63895,"Severn & Somme ; and, War's embers  / Ivor Gurney ; edited by R. K. R. Thornton.","Gurney, Ivor, 1890-1937.",1997,0,eng,152.0
51750,"Letters of Felix Mendelssohn to Ignaz and Charlotte Moscheles. Translated from the originals in his possession, and edited by Felix Moscheles.","Mendelssohn-Bartholdy, Felix, 1809-1847.",1971,0,eng,306.0
13130,"A general history and collection of voyages and travels, arranged in systematic order forming a complete history of the origin and progress of navigation, discovery and commerce, by sea and land, from the earliest ages to the present time / by Robert Kerr.","Kerr, Robert, 1755-1813.",1824,0,eng,
1489,The new McGuffey fifth reader.,"McGuffey, William Holmes, 1800-1873.",1901,0,eng,352.0
46830,The roadmender / by Michael Fairless.,"Barber, Margaret Fairless, 1869-1901.",1912,0,eng,121.0
13295,"The reign of the Great Elector; an historical romance, by L. Mühlbach [pseud.] ... tr. from the German by Mary Stuart Smith.","Mühlbach, L. 1814-1873",1913,0,eng,
50514,The chronicles of Newgate / by Arthur Griffiths.,"Griffiths, Arthur, 1838-1908.",1884,0,eng,
10590,"Letters of Lady Mary Wortley Montague, written during her travels in Europe, Asia, and Africa : to which are added poems by the same author","Montagu, Mary Wortley, Lady, 1689-1762",1817,0,eng,520.0
30710,"The origins and destiny of imperial Britain and nineteenth century Europe,","Cramb, John Adam, 1862-1913.",1915,0,eng,8.0
46014,"Die aegyptische pflanzensaüle; ein kapitel zur geschichte des pflanzenornaments, von, Ludwig Borchardt.","Borchardt, Ludwig, 1863-1938.",1897,0,ger,4.0
6381,Two years in the French West Indies / by Lafcadio Hearn.,"Hearn, Lafcadio, 1850-1904.",1902,0,eng,431.0
71803,Malmedy und die preussische Wallonie; skizzen und studien.,"Kellen, Tony, 1869-1948.",1897,0,ger,
10814,"Legends, ballads and songs of the Lee / by John FitzGerald.","FitzGerald, John, 1825-1910.",1913,0,eng,
52507,"Anthony the absolute, by Samuel Merwin ... illustrated by R.M. Crosby.","Merwin, Samuel, 1874-1936.",1914,1,eng,5.0
24314,Mystics and saints of Islam.,"Field, Claud, 1863-1941.",1910,0,eng,215.0
48203,"Letters from Spain, Italy, and Germany : during a residence on the Continent of four years / by F. Macgill.","Macgill, F.",1858,0,eng,474.0
50159,Charles Sumner / by Moorfield Storey.,"Storey, Moorfield, 1845-1929.",1900,0,eng,466.0
48911,A mine of faults ... / tanslated from the original manuscript by F. W. Bain ...,"Bain, F. W. 1863-1940.",1910,1,eng,2.0
56957,A history of the Irish poor law.,"Nicholls, George, Sir, 1781-1865.",1967,0,eng,424.0
65717,The age of Justinian and Theodora: a history of the sixth century A.D. / By William Gordon Holmes.,"Holmes, William Gordon, 1845-",1912,0,eng,
52513,"Notes of a naturalist in South America, by John Ball ...","Ball, John, 1818-1889",1887,0,eng,416.0
65309,Colin II / by E. F. Benson.,"Benson, E. F. 1867-1940.",1952,0,eng,
47169,"Buenos Ayres and the provinces of the Rio de la Plata : their present state, trade, and debt; with some account from original documents of the progress of geographical discovery in those parts of South America during the last sixty years / by Woodbine Parish.","Parish, Woodbine, Sir, 1796-1882.",1839,0,eng,415.0
43566,A dissertation upon roast pig.,"Lamb, Charles, 1775-1834.",1904,0,eng,
14115,"Oeuvres complètes de Prosper Mérimée, publiées sous la direction de Pierre Trahard et Édouard Champion.","Mérimée, Prosper, 1803-1870.",1933,0,fre,
1204,Cabin fever / Elizabeth Jolley.,"Jolley, Elizabeth, 1923-2007",1991,1,eng,
36840,"The making of an apostle, by R.J. Campbell.","Campbell, R. J. 1867-1956.",1898,0,eng,
71294,"Le duel; pièce en trois actes, de M. Henri Lavedan...","Lavedan, Henri, 1859-1940.",1905,1,fre,32.0
